Employee_ID,Age,Department,Experience_Years,Work_Hours_Per_Week,Projects_Handled,Training_Score,Remote_Work,Productivity_Score
E04429,50.58994334212841,Support,,36.241699885184175,3.666737459051856,41.788183792322464,No,3.790157240145807
E01928,35.159188994090655,tech,2.119395588397754,11.210571500942478,8.907796399437835,60.55460580992605,Yes,20.202966319335104
E04438,29.114044100428032,hr,12.040257501435041,14.595098484720808,2.727737773925587,100.43558574285122,No,20.21192472780587
E00740,36.328041994448114,Sales,1.2548435666741113,30.599585189914823,5.809236444364274,120.71687942878539,No,25.456631126214145
E01146,64.31233107725541,Tech,13.905650171604389,39.28019392852782,17.038127630057218,23.193508738015396,No,26.910639033843054
E02153,39.61397816141349,Finance,15.740957477331683,47.90580950694723,-0.00839568629505072,89.34378509393358,No,20.80886363753688
E06730,35.19741498516176,Sales,0.06321164367081433,45.0180235176364,6.958849794980645,85.74029852003396,No,44.3229734575584
E02705,40.30617382361988,sales,39.13555521470629,23.578971361834757,6.505560356692711,91.44517132213493,Yes,31.595481350578577
E08834,31.927213288755013,sales,17.67179417387283,31.212531247921902,3.3387264052807653,91.99505217237542,No,32.26081374531935
E04965,37.659558256792515,Sales,24.873271205965064,22.11137646329292,7.369181630565155,85.78980219430672,Yes,38.56463442240642
E00111,63.23743661790144,Support,17.71072131135523,28.76335582237882,6.149820492119574,81.44931788662534,No,46.6304306714979
E07237,45.270597881621974,Sales,14.279392117165962,41.13551768015867,0.3933692877408377,60.29456625910273,No,36.694702850427575
E09019,69.1147008242222,Finance,25.460638362976646,66.53813781698076,3.886499436536632,81.30503510362766,No,21.612299175518267
E02652,74.0915578154363,tech,47.27885587065456,64.7168956081855,4.783990642121267,91.82878896806855,Yes,33.889765561034864
E07170,36.65871072098767,tech,46.90688077649857,47.20797075436769,3.1689454842312763,126.52875434819734,Yes,72.02408988595842
E00817,40.945235748808216,HR,32.9443786720922,34.88108425363416,2.248399643724577,59.239937906373996,No,15.429603884283217
E08660,34.68600984003644,sales,7.769361369468082,46.214966436828355,6.8499887578628815,80.02133755626252,No,40.96383984706959
E03608,42.74636765769711,Support,43.1322815701625,27.937966156830882,7.984023299082327,111.11153627652997,Yes,57.02137737989713
E04496,29.194118773044927,Support,6.036635821763843,32.61257655253526,7.193149180274542,98.76544662380525,No,6.454904720470955
E01337,74.5045705226271,hr,21.193133773777934,48.004262950153105,6.161330622823861,109.85640194477998,No,20.732908104641997
E05419,27.56816953722268,hr,5.152351765997218,32.910152417724824,14.191125865537419,38.08349984541633,Yes,32.41223750415071
E06083,62.086182829112865,sales,28.32462152448274,26.416107267248478,6.816294467546009,55.7216230777299,Yes,9.87558286099879
E07668,36.22951204594329,Sales,,60.11865248114179,1.8477204555144977,55.774269222057185,No,33.0385573942063
E08335,38.72291513664975,tech,19.611232683911627,38.49237739155849,9.472889065086633,52.086272334455316,Yes,27.44445223756687
E06460,52.42945513018819,Support,50.842754253211616,195.18346465324186,3.9140870066969544,57.09367437389244,No,42.22684104991185
E00890,35.26692475726301,tech,5.306886291412555,36.674026902780746,9.68552114988523,,No,17.495017898919404
E00131,28.96428822926866,sales,30.290121654230425,55.19360150248432,5.981775448750632,90.33527248798816,Yes,14.272356785369894
E00276,29.23708926382879,HR,29.073327065006936,48.88003493861972,5.45838288999223,126.95907722004598,No,17.22804300598971
E02627,65.5490825591335,HR,35.598695854977485,38.63929447905841,3.5447186642844093,90.42546511108908,No,23.5971858523884
E06325,71.3474981611483,tech,20.404422714412377,71.14097791772772,4.257712538665994,85.96565654574063,No,30.514987469077614
E01202,51.12848634820847,Sales,37.07146432990764,37.44031966123516,2.784017988099862,85.49161048017294,No,45.395083042676625
E03241,47.59888537643292,sales,12.212095627032724,35.4582812729247,1.872121041746607,86.90314907244277,Yes,30.880816211136985
E00687,80.34298318496839,Support,22.956766985338458,31.995796999082508,6.933563720235969,101.30659584868711,Yes,58.05682264642349
E08077,23.634717053414924,Sales,10.686051105557276,62.62529658813222,-0.11061613853094815,90.74258453535566,No,47.36131312128322
E05239,16.122264897013068,Sales,10.370209319912398,37.00501878082491,5.41508363466526,99.87709561891076,No,13.637809395290112
E02522,38.494396853085476,Tech,11.414829403564934,51.66393300049713,4.762677408033683,45.44922345305922,Yes,23.05204718060999
E04330,53.08565104053447,tech,8.679183436496457,56.20787802622685,10.810880684171394,67.36268119712112,Yes,41.02975217184937
E04605,77.49905496085172,Support,22.380473686649918,47.89557347088629,1.4798455588407746,79.81257843420211,No,31.83326309236257
E05536,64.37024034758296,hr,26.117427601798354,49.678422922484586,2.957275675981553,70.36826807678494,No,23.736227878277944
E02787,30.523967790803216,Tech,11.098726270631062,27.116292195483155,3.3348576957689637,112.60005398180307,Yes,43.94069900364767
E06501,40.79569386996175,Support,38.01272890920376,45.00776995200178,3.4553350082740995,102.61061446199892,No,21.382048879710137
E00033,22.964747825769717,tech,8.909645912291975,50.643317951266916,8.1364112803196,141.00806275132334,Yes,27.035976114202946
E02835,57.618851798655015,Sales,17.71844221159192,17.62680844878996,6.473888754017619,103.75195478606099,No,17.151982810381654
E02381,21.117678786994855,tech,-0.4523903839122534,23.68309689566715,4.162471265193692,89.98215958514889,Yes,51.44205935163275
E06288,56.650444097824185,HR,27.97038861766869,33.38614626055822,7.633200021709146,61.67829142945506,Yes,50.65847911803496
E07676,25.769306978775823,tech,-4.88582149396317,39.4625024006763,3.1499242358706567,78.21687232084601,No,12.500609896467186
E06993,28.58242656913003,hr,8.164189309287124,27.481849021637604,2.260256927107992,90.71284512358423,No,30.86022065016295
E05403,45.46949115925878,sales,19.339056145986493,23.178265018932287,4.707823224265642,65.35014629969845,No,45.426897202614725
E04419,42.589991259536646,sales,0.9822531562542807,42.41312035449964,1.187438578929776,30.335753800989075,No,11.33516849699445
E02747,18.32247170295452,HR,12.850100553282983,21.583138807771313,8.48703943289926,39.8904719260789,No,21.77789539934371
E07630,61.71741782448719,hr,11.392766501594124,15.701643065201775,0.6334855834103555,94.91651575694861,Yes,11.266742343451469
E04971,46.7140572833602,Sales,14.154044984699954,17.105785625312166,6.988205335935586,60.573472609556575,No,11.057202526025065
E05815,23.55432275849872,Finance,5.596128951264065,42.492247931054635,9.86198148039709,29.21019166530547,No,29.266148979581487
E00555,22.00813288619539,Support,5.145931818234076,41.127379527532,6.431313699882973,57.72688731692276,No,34.645993824038776
E07428,38.68212772390875,tech,4.0241102229852,55.04034518386789,4.379891286673473,92.71354955652798,Yes,35.50876792664212
E02250,31.214679028013684,Support,31.775789990539458,26.73671049586477,11.33773889079722,40.26288761210842,No,28.687530467169733
E02593,30.798175397005842,HR,-4.116832568638156,56.87838938382896,3.350939014491513,47.08827815538697,Yes,26.735212108393355
E04839,35.08164845560741,Finance,30.257597365380185,73.02886093246248,6.227173506859245,50.10291462598691,No,5.659512444380973
E06791,59.9356745261014,Finance,42.61363290211134,51.10625422928128,9.200313867213811,124.10299723935121,Yes,56.30369472176248
E04634,50.46761879197323,sales,8.11390531519874,67.34339258964926,6.457169618616426,98.72437613934822,No,36.1313444830313
E02797,37.13954123611365,Tech,7.981070029029906,10.313453879253029,5.24447910018338,88.95932860801318,No,20.905345819046737
E07191,39.660340177601626,Finance,18.326040280295118,27.48091129405725,5.72890762801141,100.80623127959831,Yes,35.68527823054425
E08362,27.78232441726697,Support,-1.55386263947759,58.74006336295162,8.544818248901485,69.51782331634749,No,16.551157383711683
E07240,31.81929062212214,Tech,-1.6336967025636857,49.36179153205654,6.286108191440032,68.11447968539971,No,16.81522856736054
E03755,35.5592757288015,HR,11.766401078744416,19.282280689579164,8.594085982784097,68.46449190116205,Yes,33.421684160544075
E07871,70.22170122941836,Support,43.71292082891979,24.684369653783932,13.997282291207283,,Yes,55.28049504960516
E02388,29.773114939965655,tech,7.450606548933898,41.67060620085487,6.0651104859325375,90.27907609059692,Yes,35.4571288225416
E06803,21.106908403921437,sales,18.7696186658185,46.169887974623066,6.806015719975569,100.04858832619804,Yes,30.794696253614056
E05284,34.2210975986271,tech,6.770645872635742,12.32053252977823,5.716485791286274,54.45707986809947,Yes,36.65980035251865
E05638,17.868788644260402,sales,10.113090361544462,46.54401501418121,2.8523046472484213,50.06682811818691,Yes,27.601765509474685
E04621,59.70101689212581,hr,17.583940957714862,45.341760892485325,4.271818055119765,73.70574130737127,Yes,50.59933368672563
E04297,30.696802455726882,HR,7.890780674987451,65.83659302257841,3.202759900062181,97.51577004134747,No,35.64091305681236
E09034,19.173329954623707,Sales,25.27567394421124,56.390474216454024,1.3528762330053536,69.8113337079547,No,27.980579438364117
E02151,17.82166118421246,tech,34.38367412026571,45.079107172079716,8.632352833518869,41.3527166178407,No,9.726756436421958
E04097,48.543907955031536,hr,8.415255569085307,37.01047618988681,7.692633215468028,71.77702170277055,No,20.088248692329934
E05421,24.6589209493982,tech,-2.7603814080713844,37.518968926487936,3.1439988689469023,88.46629701441701,Yes,29.09677486845066
E08630,24.20844493200852,sales,28.42984894817288,45.00761402440006,9.94907618843127,91.57545545009575,Yes,37.13179963323725
E03099,19.936324896334042,Support,14.524290777606991,34.032065370493065,3.381128421585078,77.49595151179912,Yes,14.694358305628528
E07841,,Tech,,67.1017919453691,4.61913790837941,56.632245939788405,No,13.724812224579274
E03885,36.34675399591511,hr,9.172255664689542,35.9241218294187,3.424736362059641,103.18740482054524,Yes,49.02831807733257
E01352,39.835317823618766,hr,17.61833358108404,49.23465846624063,0.4704629306436145,77.62490312477983,Yes,44.10415073518073
E08913,56.11452719645384,Support,40.76113564418003,44.99789834151916,5.5261500219715805,121.63123771493872,Yes,32.71329456228118
E04369,60.567791690024386,Sales,29.871446911550507,32.63384787418741,10.266319587333111,67.17900918174188,No,30.967782095010218
E07869,75.70921021462345,Tech,39.6642948392197,45.52364449084867,8.852405438737904,52.26329437321618,No,16.121647634523217
E07707,45.74779339442944,tech,10.911713926063623,38.783238854257945,9.921144956110911,123.52235809039966,Yes,41.23998292843999
E05947,,Sales,23.90014825108021,42.16122422210225,2.717333408113477,52.01689232244662,No,19.885148476764716
E06410,49.27517588306306,sales,13.921788549307546,53.14088974248414,2.8954289736302394,96.26997200377191,Yes,34.27122002738983
E08334,23.84145873450734,tech,12.321311026301625,58.016844992992176,6.5398540560496965,38.89883425463595,Yes,24.606258718420953
E08557,40.48729230032926,Tech,11.532619076812477,18.157134087345398,1.6782871656890244,22.777412416020752,No,12.170517660958048
E05151,22.29941940507076,sales,23.26073144928545,25.72429938245908,2.650427171285722,78.81160729294524,No,31.952433162872747
E05975,16.14008817968659,HR,3.792306598487266,56.74192106339504,8.41358303968779,89.54775398526108,Yes,57.88859712357502
E07884,26.739877913627144,HR,6.640805778980317,18.846899077374367,0.8873971563662758,81.39795065269848,No,28.111309661032205
E00423,29.205762875375534,Finance,-3.6021951777310655,26.988909477458485,6.233825286224104,82.07293926737803,No,23.866339406498113
E06292,,Support,50.678825684800955,62.80630242471263,1.0539181966808897,13.127404908914489,Yes,19.17806998286102
E01113,28.061382733115238,sales,-2.9937256637140983,63.07521199285855,3.6237448478707113,82.83989455017294,No,15.140546648731874
E05361,35.75287773648755,Support,25.664647554251196,71.46964070945359,3.018647972983592,90.0244160075315,Yes,46.00315010926683
E05440,23.545865648360635,Sales,4.56431291741005,11.117031629447569,6.987962675992545,81.22160478394731,Yes,39.283544516215336
E08180,61.41569948191009,Sales,16.346935269711338,59.60592586953415,7.647639556319574,95.27463777391655,No,30.092616995164477
E03324,83.44133531814468,Finance,46.69554066017184,33.78529799625083,6.067507484200124,46.21098396057018,No,25.583932726224575
E02177,23.325166400219345,hr,-4.6647044939205085,38.38336659383258,1.9546717955128488,44.426365642939096,No,20.631289406243408
E04945,41.36625928345863,Support,1.1461410977021638,68.15479283509397,3.3192426263324633,39.87113482379623,No,36.03698018439465
E00370,34.03706091361433,HR,24.926023355810706,11.243788899310196,5.035954521977439,85.60417977332584,No,35.79652489289056
